2025-10-22 12:32:24,499 | INFO | rag.retriever_workspace | ✓ Retrieve: 3/12 hits (min_score=0.3)
2025-10-22 12:32:24,505 | INFO | api.ask | ✓ Retrieve workspace: 3 hits en 2.18s
2025-10-22 12:32:24,519 | INFO | rag.generator | 📝 Génération réponse - Question: 'give me instruction of code webmethods to integrate a flow w...'
2025-10-22 12:32:24,528 | INFO | rag.generator | 📚 Chunks reçus: 3
2025-10-22 12:32:24,529 | INFO | rag.generator | ✅ Chunks filtrés: 3
2025-10-22 12:32:24,574 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 12:32:26,619 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 12:32:26,639 | INFO | rag.generator | ✅ Réponse LLM reçue: 1911 chars
2025-10-22 12:32:26,661 | INFO | rag.generator | 📎 Citations trouvées: 3 sources uniques
2025-10-22 12:32:26,662 | INFO | rag.generator | ✓ Réponse finale: 2000 chars
2025-10-22 12:32:26,807 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 409 Conflict"
2025-10-22 12:32:26,930 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 409 Conflict"
2025-10-22 12:32:26,942 | INFO | uvicorn.access | 127.0.0.1:26310 - "POST /api/ask/workspace HTTP/1.1" 200
2025-10-22 12:32:46,593 | INFO | uvicorn.access | 127.0.0.1:26312 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 12:32:46,610 | INFO | uvicorn.access | 127.0.0.1:26312 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 12:32:47,580 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:47,624 | INFO | uvicorn.access | 127.0.0.1:26328 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 12:32:47,659 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:32:47,657 | INFO | uvicorn.access | 127.0.0.1:26328 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 12:32:47,827 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:47,831 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:47,941 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:47,948 | INFO | uvicorn.access | 127.0.0.1:26312 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:32:48,020 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 12:32:48,075 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:48,129 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:48,187 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:48,240 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:32:48,303 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:48,333 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:48,376 | INFO | uvicorn.access | 127.0.0.1:26328 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:32:49,016 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,140 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,236 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,353 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,457 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,568 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,670 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T11%3A32%3A47.318192%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:49,674 | INFO | uvicorn.access | 127.0.0.1:26325 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 12:32:49,798 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:32:49,909 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,023 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 12:32:50,149 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,248 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:32:50,347 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,458 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,581 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,681 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,825 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:50,946 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:51,037 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:51,134 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T11%3A32%3A49.701889%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:51,138 | INFO | uvicorn.access | 127.0.0.1:26328 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 12:32:58,718 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-22T11%3A32%3A58.098923%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:58,921 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-16T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-22T11%3A32%3A58.098923%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:59,124 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-09T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-15T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:32:59,135 | INFO | uvicorn.access | 127.0.0.1:26330 - "GET /api/admin/metrics/timeseries?period=last_7d HTTP/1.1" 200
2025-10-22 12:34:28,673 | INFO | uvicorn.access | 127.0.0.1:26389 - "OPTIONS /api/llm/select HTTP/1.1" 200
2025-10-22 12:34:57,368 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 12:34:57,422 | INFO | uvicorn.access | 127.0.0.1:26389 - "POST /api/llm/select HTTP/1.1" 200
2025-10-22 12:35:06,044 | INFO | uvicorn.access | 127.0.0.1:26415 - "OPTIONS /api/ask HTTP/1.1" 200
2025-10-22 12:35:07,176 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 409 Conflict"
2025-10-22 12:35:12,816 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/embeddings "HTTP/1.1 200 OK"
2025-10-22 12:35:12,893 | INFO | rag.generator | RAGGenerator initialisé - LLM: LMStudioChat
2025-10-22 12:35:12,902 | INFO | rag.generator | 📝 Génération réponse - Question: 'give me instruction of code webmethods to integrate a flow w...'
2025-10-22 12:35:12,906 | INFO | rag.generator | 📚 Chunks reçus: 6
2025-10-22 12:35:12,908 | INFO | rag.generator | ✅ Chunks filtrés: 6
2025-10-22 12:35:12,926 | INFO | rag.generator | 🔄 Invocation du LLM...
2025-10-22 12:36:03,924 | INFO | uvicorn.access | 127.0.0.1:26462 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 12:36:04,096 | INFO | uvicorn.access | 127.0.0.1:26462 - "GET /api/auth/me HTTP/1.1" 200
2025-10-22 12:36:05,009 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:05,310 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:36:05,325 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:05,349 | INFO | uvicorn.access | 127.0.0.1:26469 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 12:36:05,427 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:05,527 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:05,696 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 12:36:05,613 | INFO | uvicorn.access | 127.0.0.1:26462 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:36:06,131 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:06,109 | INFO | uvicorn.access | 127.0.0.1:26469 - "GET /api/admin/config HTTP/1.1" 200
2025-10-22 12:36:06,357 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:36:06,498 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:06,607 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:06,723 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:06,834 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:07,023 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:07,387 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:07,395 | INFO | uvicorn.access | 127.0.0.1:26462 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:36:07,590 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:07,983 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:08,198 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:08,448 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:08,776 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T11%3A36%3A05.147991%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:08,841 | INFO | uvicorn.access | 127.0.0.1:26464 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 12:36:09,257 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:36:09,375 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:09,536 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True "HTTP/2 200 OK"
2025-10-22 12:36:09,680 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&indexed=eq.True&indexed_at=gte.2025-10-15T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:09,785 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id "HTTP/2 200 OK"
2025-10-22 12:36:09,893 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/documents?select=id&created_at=gte.2025-10-15T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,027 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id&created_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,148 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=user_id&started_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,251 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=started_at%2Cended_at&started_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,380 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=latency_ms&created_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,567 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=similarity&created_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,837 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=top_k&created_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,965 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers?select=safe_answer&created_at=gte.2025-10-21T11%3A36%3A09.135587%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:36:10,976 | INFO | uvicorn.access | 127.0.0.1:26464 - "GET /api/admin/stats HTTP/1.1" 200
2025-10-22 12:36:15,269 | INFO | openai._base_client | Retrying request to /chat/completions in 0.399669 seconds
2025-10-22 12:37:00,530 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:00,770 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:00,912 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:00,921 | INFO | uvicorn.access | 127.0.0.1:26513 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:37:01,781 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:01,920 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:02,028 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:37:02,047 | INFO | uvicorn.access | 127.0.0.1:26518 - "GET /api/admin/metrics/timeseries?period=this_week HTTP/1.1" 200
2025-10-22 12:37:12,027 | INFO | httpx | HTTP Request: POST http://localhost:1234/v1/chat/completions "HTTP/1.1 200 OK"
2025-10-22 12:37:12,033 | INFO | rag.generator | ✅ Réponse LLM reçue: 810 chars
2025-10-22 12:37:12,050 | INFO | rag.generator | 📎 Citations trouvées: 1 sources uniques
2025-10-22 12:37:12,052 | INFO | rag.generator | ✓ Réponse finale: 878 chars
2025-10-22 12:37:12,938 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages "HTTP/2 409 Conflict"
2025-10-22 12:37:13,055 | INFO | httpx | HTTP Request: POST https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/answers "HTTP/2 409 Conflict"
2025-10-22 12:37:13,063 | INFO | uvicorn.access | 127.0.0.1:26419 - "POST /api/ask HTTP/1.1" 200
2025-10-22 12:38:01,139 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:38:01,255 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/messages?select=id%2Ccreated_at&created_at=gte.2025-10-20T00%3A00%3A00%2B00%3A00&created_at=lte.2025-10-26T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
2025-10-22 12:38:01,364 | INFO | httpx | HTTP Request: GET https://guxpjrwgborfbxkgrnrk.supabase.co/rest/v1/sessions?select=id%2Cstarted_at&started_at=gte.2025-10-13T00%3A00%3A00%2B00%3A00&started_at=lte.2025-10-19T23%3A59%3A59%2B00%3A00 "HTTP/2 200 OK"
